periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,agg_level,EarnHirNS,EmpEnd,sEarnHirNS,sEmpEnd,version
Q,U,S,01,A,00,A05,0,A00,A0,A0,E0,0,0,2024,2,,3503,1726391,1,1,QWI_F AL 01 2001:1-2024:4 V4.12.0 R2025Q3 qwipu_al_20250730_0745
Q,U,S,01,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,3,,5355,3885,1,1,QWI_F AL 01 2001:1-2024:4 V4.12.0 R2025Q3 qwipu_al_20250730_0745
Q,U,S,01,A,00,A05,0,A00,A0,A0,E0,0,0,2024,3,,3301,1723270,1,1,QWI_F AL 01 2001:1-2024:4 V4.12.0 R2025Q3 qwipu_al_20250730_0745
Q,U,S,01,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F AL 01 2001:1-2024:4 V4.12.0 R2025Q3 qwipu_al_20250730_0745
Q,U,S,01,A,00,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F AL 01 2001:1-2024:4 V4.12.0 R2025Q3 qwipu_al_20250730_0745
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,1,,6084,9945,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2020,1,,3132,2436733,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,2,,5712,9980,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2020,2,,3214,2388030,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,3,,6749,10018,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2020,3,,3370,2433645,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,4,,6194,11013,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2020,4,,3562,2493511,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,1,,6697,11846,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2021,1,,3125,2503244,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,2,,6276,11823,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2021,2,,3628,2543837,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,3,,7497,12214,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2021,3,,3484,2604004,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,4,,7213,12349,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2021,4,,3825,2642558,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,1,,7361,12810,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2022,1,,3489,2659723,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,2,,8237,13078,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2022,2,,3978,2684404,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,3,,8604,12974,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2022,3,,4076,2713093,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,4,,9565,12890,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2022,4,,3991,2747582,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,1,,8090,12947,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2023,1,,3904,2758553,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,2,,9222,12520,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2023,2,,4084,2752949,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,3,,7517,12261,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2023,3,,3919,2780403,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,4,,7956,12062,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2023,4,,3992,2804806,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,1,,8021,11908,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2024,1,,3837,2804094,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,2,,8858,12007,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2024,2,,4152,2798907,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,3,,7386,11861,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2024,3,,3997,2809079,1,1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,04,A,00,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F AZ 04 2004:1-2024:4 V4.12.0 R2025Q3 qwipu_az_20250730_1113
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,1,,5691,3419,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2020,1,,2491,981406,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,2,,5352,3431,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2020,2,,2616,974341,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,3,,8610,3460,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2020,3,,2554,985567,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,4,,6862,3546,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2020,4,,2729,990981,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,1,,6561,3668,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2021,1,,2442,996228,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,2,,6550,3815,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2021,2,,2999,1014976,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,3,,6473,3953,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2021,3,,2790,1026185,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,4,,6833,4110,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2021,4,,3133,1030219,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,1,,6696,4404,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2022,1,,2794,1042660,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,2,,7606,4669,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2022,2,,3255,1059782,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,3,,6944,4723,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2022,3,,3261,1068473,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,4,,7293,4805,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2022,4,,3164,1068220,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,1,,7653,4679,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2023,1,,3012,1078373,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,2,,6051,4635,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2023,2,,3312,1085959,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,3,,4894,4537,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2023,3,,3170,1088405,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2023,4,,7173,4516,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2023,4,,3216,1083397,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,1,,6321,4309,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2024,1,,3084,1088558,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,2,,6745,4267,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2024,2,,3425,1101609,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,3,,5752,4218,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2024,3,,3303,1105642,1,1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,4,5182,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,05,A,00,A05,0,A00,A0,A0,E0,0,0,2024,4,,,,-1,-1,QWI_F AR 05 2002:3-2024:4 V4.12.0 R2025Q3 qwipu_ar_20250730_1054
Q,U,S,06,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,1,,12452,54054,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,A,00,A05,0,A00,A0,A0,E0,0,0,2020,1,,3893,14008772,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,2,,13324,54267,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,A,00,A05,0,A00,A0,A0,E0,0,0,2020,2,,3848,13639899,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,3,,13343,53942,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,A,00,A05,0,A00,A0,A0,E0,0,0,2020,3,,4067,13933652,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,4,5182,A05,0,A00,A0,A0,E0,0,0,2020,4,,12770,53930,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,A,00,A05,0,A00,A0,A0,E0,0,0,2020,4,,4112,14045855,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,1,,12368,53888,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,A,00,A05,0,A00,A0,A0,E0,0,0,2021,1,,3665,14166504,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,2,,13592,55581,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,A,00,A05,0,A00,A0,A0,E0,0,0,2021,2,,4384,14657582,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,3,,11946,56737,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,A,00,A05,0,A00,A0,A0,E0,0,0,2021,3,,4180,14994657,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,4,5182,A05,0,A00,A0,A0,E0,0,0,2021,4,,13696,57714,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,A,00,A05,0,A00,A0,A0,E0,0,0,2021,4,,4429,15102874,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,4,5182,A05,0,A00,A0,A0,E0,0,0,2022,1,,13301,66437,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
Q,U,S,06,A,00,A05,0,A00,A0,A0,E0,0,0,2022,1,,4029,15223401,1,1,QWI_F CA 06 1991:3-2024:4 V4.12.0 R2025Q3 qwipu_ca_20250904_1047
